HSISID,SCORE,TYPE,INSPECTOR,date,RESTAURANTOPENDATE
04092016468,93,Inspection,Christy Klaus,2019-02-20,2013-07-26
04092016468,97,Inspection,Christy Klaus,2019-07-29,2013-07-26
04092016468,97,Inspection,Greta Welch,2020-01-06,2013-07-26
04092016468,97.5,Inspection,Greta Welch,2020-05-20,2013-07-26
04092016468,96,Inspection,Loc Nguyen,2020-09-04,2013-07-26
04092015374,94.5,Inspection,Christopher Walker,2012-12-18,2009-04-15
04092015374,95.5,Inspection,James Salter,2013-04-02,2009-04-15
04092015374,97.5,Inspection,James Salter,2013-07-15,2009-04-15
04092015374,93.5,Inspection,Anne-Kathrin Bartoli,2014-06-07,2009-04-15
04092015374,90.5,Inspection,Johanna Hill,2014-12-23,2009-04-15
04092015374,94,Inspection,Johanna Hill,2015-03-26,2009-04-15
04092015374,94.5,Inspection,Johanna Hill,2015-06-04,2009-04-15
04092015374,96,Inspection,Johanna Hill,2015-09-16,2009-04-15
04092015374,96.5,Inspection,Johanna Hill,2015-11-24,2009-04-15
04092015374,95.5,Inspection,Johanna Hill,2016-03-16,2009-04-15
04092015374,93.5,Inspection,Lucy Schrum,2016-08-18,2009-04-15
04092015374,94,Inspection,Lucy Schrum,2017-01-10,2009-04-15
04092015374,95.5,Inspection,Lucy Schrum,2017-08-17,2009-04-15
04092015374,94,Inspection,Lucy Schrum,2018-01-25,2009-04-15
04092015374,95,Inspection,Lucy Schrum,2018-07-24,2009-04-15
04092015374,93.5,Inspection,Lucy Schrum,2019-01-03,2009-04-15
04092015374,95.5,Inspection,Lucy Schrum,2019-06-26,2009-04-15
04092015374,94,Inspection,Lucy Schrum,2019-11-12,2009-04-15
04092015374,95,Inspection,Lucy Schrum,2020-04-02,2009-04-15
04092015374,91.5,Inspection,Lucy Schrum,2020-08-04,2009-04-15
04092014686,95.5,Inspection,Andrea Anover,2013-01-11,2006-09-22
04092014686,96,Inspection,Karla Crowder,2013-07-23,2006-09-22
04092014686,98,Inspection,Karla Crowder,2014-02-19,2006-09-22
04092014686,96.5,Inspection,Karla Crowder,2014-08-04,2006-09-22
04092014686,97,Inspection,Karla Crowder,2015-03-16,2006-09-22
04092014686,98.5,Inspection,Karla Crowder,2015-09-18,2006-09-22
04092014686,97.5,Inspection,Karla Crowder,2016-02-24,2006-09-22
04092014686,94,Inspection,David Adcock,2016-08-15,2006-09-22
04092014686,99,Inspection,David Adcock,2017-01-09,2006-09-22
04092014686,98,Inspection,David Adcock,2017-05-05,2006-09-22
04092014686,98,Inspection,David Adcock,2017-08-30,2006-09-22
04092014686,96.5,Inspection,David Adcock,2017-12-15,2006-09-22
04092014686,96.5,Inspection,David Adcock,2018-03-23,2006-09-22
04092014686,98.5,Inspection,John Wulffert,2018-07-23,2006-09-22
04092014686,98.5,Inspection,John Wulffert,2018-10-25,2006-09-22
04092014686,98.5,Inspection,John Wulffert,2019-03-12,2006-09-22
04092014686,97.5,Inspection,Joshua Volkan,2019-07-25,2006-09-22
04092014686,97,Inspection,Greta Welch,2020-02-17,2006-09-22
04092014686,96,Inspection,David Adcock,2020-08-28,2006-09-22
04092015378,98,Inspection,Lucy Schrum,2012-11-27,2009-04-17
04092015378,98.5,Inspection,James Salter,2013-10-28,2009-04-17
04092015378,98.5,Inspection,Lucy Schrum,2013-06-27,2009-04-17
04092015378,99,Inspection,Johanna Hill,2014-10-27,2009-04-17
04092015378,98.5,Inspection,Johanna Hill,2015-04-21,2009-04-17
04092015378,98.5,Inspection,Johanna Hill,2015-07-24,2009-04-17
04092015378,99.5,Inspection,Johanna Hill,2016-09-26,2009-04-17
04092015378,99.5,Inspection,Michael Robinson,2017-06-12,2009-04-17
04092015378,99,Inspection,Michael Robinson,2017-08-31,2009-04-17
04092015378,99.5,Inspection,Michael Robinson,2018-03-06,2009-04-17
04092015378,99,Inspection,Michael Robinson,2018-08-09,2009-04-17
04092015378,99.5,Inspection,Michael Robinson,2019-01-24,2009-04-17
04092015378,98.5,Inspection,Patricia Sabby,2019-07-15,2009-04-17
04092015378,99,Inspection,Patricia Sabby,2020-02-10,2009-04-17
04092015378,98.5,Inspection,Patricia Sabby,2020-07-13,2009-04-17
04092017097,97.5,Inspection,Jennifer Edwards,2016-01-20,2015-11-20
04092017097,95.5,Inspection,Laura McNeill,2016-10-24,2015-11-20
04092017097,96.5,Inspection,Laura McNeill,2017-05-08,2015-11-20
04092017097,99,Inspection,Maria Powell,2018-02-21,2015-11-20
04092017097,98,Inspection,Laura McNeill,2018-08-24,2015-11-20
04092017097,98.5,Inspection,Laura McNeill,2019-02-05,2015-11-20
04092017097,98.5,Inspection,Nicole Bailey,2019-09-27,2015-11-20
04092017097,99,Inspection,Nicole Bailey,2020-04-07,2015-11-20
04092017097,98,Inspection,Christy Klaus,2020-08-20,2015-11-20
04092017945,96.5,Inspection,James Smith,2018-10-08,2018-09-28
04092017945,95.5,Inspection,Joshua Volkan,2019-05-22,2018-09-28
04092017945,97,Inspection,Greta Welch,2020-01-23,2018-09-28
04092017945,98,Inspection,Maria Powell,2020-07-20,2018-09-28
04092018182,94,Inspection,Lisa McCoy,2019-12-05,2019-09-24
04092018182,93,Inspection,Christy Klaus,2020-03-31,2019-09-24
04092018182,96.5,Inspection,Christy Klaus,2020-07-10,2019-09-24
04092018409,96.5,Inspection,Lisa McCoy,2020-09-15,2020-07-27
04092018425,97.5,Inspection,Naterra McQueen,2020-09-24,2020-08-27
04092016045,95,Inspection,David Adcock,2013-08-08,2011-11-16
04092016045,97.5,Inspection,Caroline Suggs,2013-01-15,2011-11-16
04092016045,97.5,Inspection,David Adcock,2014-03-19,2011-11-16
04092016045,95,Inspection,Chris Askew,2014-09-22,2011-11-16
04092016045,96.5,Inspection,Chris Askew,2015-03-28,2011-11-16
04092016045,95.5,Inspection,Laura McNeill,2015-09-22,2011-11-16
04092016045,97.5,Inspection,Laura McNeill,2016-03-14,2011-11-16
04092016045,96.5,Inspection,Daryl Beasley,2017-06-21,2011-11-16
04092016045,95,Inspection,Shakera Robbins,2017-12-19,2011-11-16
04092016045,94.5,Inspection,Shakera Robbins,2018-06-26,2011-11-16
04092016045,94.5,Inspection,Meghan Scott,2018-12-12,2011-11-16
04092016045,93.5,Inspection,Patricia Sabby,2019-05-25,2011-11-16
04092016045,90,Inspection,Meghan Scott,2019-11-25,2011-11-16
04092016045,90.5,Inspection,Jason Dunn,2020-06-22,2011-11-16
04092018410,95,Inspection,Lisa McCoy,2020-09-30,2020-07-27
04092016048,95,Inspection,Lucy Schrum,2013-01-15,2011-11-17
04092016048,95,Inspection,Chris Askew,2013-08-23,2011-11-17
04092016048,95,Inspection,Chris Askew,2013-12-11,2011-11-17
04092016048,97.5,Inspection,Chris Askew,2014-08-05,2011-11-17
04092016048,97,Inspection,Chris Askew,2015-03-31,2011-11-17
04092016048,96,Inspection,Pamela Scott,2016-04-13,2011-11-17
04092016048,97.5,Inspection,Jordan Jernigan,2017-06-15,2011-11-17
04092016048,96.5,Inspection,Meghan Scott,2017-12-12,2011-11-17
04092016048,97,Inspection,Meghan Scott,2018-05-15,2011-11-17
04092016048,94,Inspection,Marion Wearing,2018-09-07,2011-11-17
04092016048,95,Inspection,Marion Wearing,2019-02-20,2011-11-17
04092016048,96,Inspection,Meghan Scott,2019-09-10,2011-11-17
04092016048,96,Inspection,Laura McNeill,2020-02-19,2011-11-17
04092016048,92,Inspection,Joanne Rutkofske,2020-06-10,2011-11-17
04092018433,97,Inspection,Joanne Rutkofske,2020-09-22,2020-09-02
04092017623,97,Inspection,Joshua Volkan,2017-10-20,2017-06-20
04092017623,98,Inspection,Joshua Volkan,2018-03-13,2017-06-20
04092017623,98.5,Inspection,Joshua Volkan,2018-07-20,2017-06-20
04092017623,97.5,Inspection,Joshua Volkan,2018-11-20,2017-06-20
04092017623,98.5,Inspection,Joshua Volkan,2019-02-08,2017-06-20
04092017623,98,Inspection,Joshua Volkan,2019-06-21,2017-06-20
04092017623,97.5,Inspection,Maria Powell,2020-03-17,2017-06-20
04092017623,98,Inspection,Maria Powell,2020-08-12,2017-06-20
04092017624,97,Inspection,Jason Dunn,2017-07-07,2017-06-16
04092017624,97.5,Inspection,Jason Dunn,2018-01-02,2017-06-16
04092017624,98,Inspection,Maria Powell,2018-09-04,2017-06-16
04092017624,98.5,Inspection,Loc Nguyen,2019-07-24,2017-06-16
04092017624,96.5,Inspection,Zachary Carter,2020-02-27,2017-06-16
04092017624,95.5,Inspection,Zachary Carter,2020-08-31,2017-06-16
04092017625,94,Inspection,Marion Wearing,2017-07-25,2017-05-30
04092017625,93.5,Inspection,David Adcock,2018-05-03,2017-05-30
04092017625,91,Inspection,Loc Nguyen,2018-10-08,2017-05-30
04092017625,94.5,Inspection,Loc Nguyen,2019-01-17,2017-05-30
04092017625,95.5,Inspection,Loc Nguyen,2019-05-09,2017-05-30
04092017625,97.5,Inspection,Loc Nguyen,2019-10-08,2017-05-30
04092017625,95,Inspection,Loc Nguyen,2020-02-13,2017-05-30
04092017625,97.5,Inspection,Loc Nguyen,2020-05-12,2017-05-30
04092017625,91,Inspection,Shannon Flynn,2020-10-09,2017-05-30
04092017626,95,Inspection,Marion Wearing,2017-07-07,2017-06-01
04092017626,94,Inspection,James Smith,2018-03-19,2017-06-01
04092017626,97,Inspection,Jessica Andrews,2018-09-25,2017-06-01
04092017626,93,Inspection,Loc Nguyen,2018-12-20,2017-06-01
04092017626,96.5,Inspection,Loc Nguyen,2019-03-28,2017-06-01
04092017626,97,Inspection,Loc Nguyen,2019-07-02,2017-06-01
04092017626,96,Inspection,Loc Nguyen,2019-11-18,2017-06-01
04092017626,98.5,Inspection,Loc Nguyen,2020-03-23,2017-06-01
04092017626,95,Inspection,Loc Nguyen,2020-07-07,2017-06-01
04092018372,99.5,Inspection,John Wulffert,2020-07-06,2020-06-05
04092018183,99,Inspection,Patricia Sabby,2019-10-11,2019-09-24
04092018183,97.5,Inspection,Patricia Sabby,2020-02-26,2019-09-24
04092018183,97.5,Inspection,Patricia Sabby,2020-07-02,2019-09-24
04092017095,96.5,Inspection,James Smith,2016-02-09,2015-11-23
04092017095,97,Inspection,Dimitri Parker,2017-03-15,2015-11-23
04092017095,99,Inspection,Dimitri Parker,2017-08-17,2015-11-23
04092017095,99.5,Inspection,Kaitlyn Yow,2018-06-11,2015-11-23
04092017095,98,Inspection,Kaitlyn Yow,2019-02-07,2015-11-23
04092017095,97,Inspection,Christy Klaus,2019-12-03,2015-11-23
04092017095,98,Inspection,Christy Klaus,2020-05-11,2015-11-23
04092017465,96.5,Inspection,Johanna Hill,2016-12-14,2016-11-29
04092017465,95,Inspection,Johanna Hill,2017-02-06,2016-11-29
04092017465,96,Inspection,Johanna Hill,2017-05-24,2016-11-29
04092017465,94,Inspection,Pamela Scott,2017-09-12,2016-11-29
04092017465,97.5,Inspection,Pamela Scott,2017-12-21,2016-11-29
04092017465,95.5,Inspection,Johanna Hill,2018-03-20,2016-11-29
04092017465,97,Inspection,Melodee Johnson,2018-08-09,2016-11-29
04092017465,97,Inspection,Melodee Johnson,2018-12-14,2016-11-29
04092017465,94,Inspection,Melodee Johnson,2019-03-04,2016-11-29
04092017465,93.5,Inspection,Melodee Johnson,2019-05-29,2016-11-29
04092017465,96,Inspection,Lauren Harden,2019-08-09,2016-11-29
04092017465,93,Inspection,Lauren Harden,2019-11-25,2016-11-29
04092017465,94.5,Inspection,Lauren Harden,2020-02-24,2016-11-29
04092017465,91.5,Inspection,Lauren Harden,2020-04-28,2016-11-29
04092017465,92,Inspection,Lauren Harden,2020-07-06,2016-11-29
04092017236,99.5,Inspection,Johanna Hill,2016-08-01,2016-06-03
04092017236,100,Inspection,Pamela Scott,2017-05-25,2016-06-03
04092017236,100,Inspection,Jessica Andrews,2018-03-02,2016-06-03
04092017236,98.5,Inspection,Lauren Harden,2019-02-27,2016-06-03
04092017236,98.5,Inspection,Lauren Harden,2019-08-29,2016-06-03
04092017096,94.5,Inspection,James Smith,2016-01-21,2015-11-30
04092017096,95.5,Inspection,Daryl Beasley,2016-10-12,2015-11-30
04092017096,96,Inspection,Daryl Beasley,2017-06-26,2015-11-30
04092017096,95,Inspection,Lauren Harden,2018-04-26,2015-11-30
04092017096,95,Inspection,Lauren Harden,2018-12-12,2015-11-30
04092017096,94,Inspection,Lauren Harden,2019-07-23,2015-11-30
04092017096,95,Inspection,Lauren Harden,2020-07-01,2015-11-30
04092017237,96.5,Inspection,Johanna Hill,2016-07-28,2016-06-03
04092017237,96.5,Inspection,Daryl Beasley,2017-01-19,2016-06-03
04092017237,96,Inspection,Daryl Beasley,2017-07-05,2016-06-03
04092017237,94.5,Inspection,Pamela Scott,2017-12-11,2016-06-03
04092017237,96.5,Inspection,Melodee Johnson,2018-08-03,2016-06-03
04092017237,95,Inspection,Melodee Johnson,2018-12-13,2016-06-03
04092017237,99,Inspection,Melodee Johnson,2019-04-15,2016-06-03
04092017237,99,Inspection,Melodee Johnson,2019-07-31,2016-06-03
04092017237,92,Inspection,Melodee Johnson,2019-12-09,2016-06-03
04092017237,93.5,Inspection,Jackson Hooton,2020-05-14,2016-06-03
04092017237,95,Inspection,Melodee Johnson,2020-10-05,2016-06-03
04092017238,96,Inspection,David Adcock,2016-08-08,2016-06-09
04092017238,96,Inspection,David Adcock,2016-12-01,2016-06-09
04092017238,98,Inspection,David Adcock,2017-03-20,2016-06-09
04092017238,95.5,Inspection,David Adcock,2017-07-03,2016-06-09
04092017238,94.5,Inspection,Angela Jacobs,2017-10-17,2016-06-09
04092017238,94.5,Inspection,Angela Jacobs,2018-03-19,2016-06-09
04092017238,97,Inspection,Angela Jacobs,2018-06-20,2016-06-09
04092017238,97,Inspection,Ginger Johnson,2018-08-28,2016-06-09
04092017238,94.5,Inspection,Ginger Johnson,2018-11-07,2016-06-09
04092017238,94.5,Inspection,Ginger Johnson,2019-01-29,2016-06-09
04092017238,97.5,Inspection,Ginger Johnson,2019-04-04,2016-06-09
04092017238,96,Inspection,Ginger Johnson,2019-08-12,2016-06-09
04092017238,97.5,Inspection,Ginger Johnson,2019-11-05,2016-06-09
04092017238,97,Inspection,Ginger Johnson,2020-01-09,2016-06-09
04092017238,98.5,Inspection,Ginger Johnson,2020-04-23,2016-06-09
04092017238,98.5,Inspection,John Wulffert,2020-08-18,2016-06-09
04092018077,94.5,Inspection,Lisa McCoy,2019-04-10,2019-03-29
04092018077,93.5,Inspection,Lisa McCoy,2019-08-21,2019-03-29
04092018077,95,Inspection,Christy Klaus,2019-10-08,2019-03-29
04092018077,95,Inspection,Christy Klaus,2020-02-28,2019-03-29
04092018107,91.5,Inspection,Lucy Schrum,2019-08-07,2019-06-03
04092018107,96,Inspection,Lucy Schrum,2020-01-23,2019-06-03
04092018107,96,Inspection,Lucy Schrum,2020-06-01,2019-06-03
04092018107,93.5,Inspection,Lucy Schrum,2020-09-02,2019-06-03
04092017571,95,Inspection,Thomas Jumalon,2017-06-30,2017-04-17
04092017571,93,Inspection,Thomas Jumalon,2017-11-20,2017-04-17
04092017571,95,Inspection,John Wulffert,2018-06-11,2017-04-17
04092017571,91.5,Inspection,Angela Myers,2018-08-24,2017-04-17
04092017571,95.5,Inspection,Angela Myers,2019-02-08,2017-04-17
04092017571,97,Inspection,Daryl Beasley,2019-12-03,2017-04-17
04092017571,91,Inspection,Angela Myers,2020-05-06,2017-04-17
04092017571,96,Inspection,Maria Powell,2020-09-15,2017-04-17
04092016498,96.5,Inspection,Christopher Walker,2013-10-03,2013-08-26
04092016498,93.5,Inspection,Christopher Walker,2014-06-03,2013-08-26
04092016498,94,Inspection,Christopher Walker,2014-12-17,2013-08-26
04092016498,91,Inspection,Christopher Walker,2015-06-25,2013-08-26
04092016498,94,Inspection,Christopher Walker,2015-12-16,2013-08-26
04092016498,96,Inspection,Pamela Scott,2016-08-18,2013-08-26
04092016498,97,Inspection,Pamela Scott,2017-02-09,2013-08-26
04092016498,96,Inspection,Pamela Scott,2017-07-19,2013-08-26
04092016498,93,Inspection,Pamela Scott,2018-01-08,2013-08-26
04092016498,95,Inspection,Melodee Johnson,2018-07-19,2013-08-26
04092016498,97.5,Inspection,Melodee Johnson,2018-11-08,2013-08-26
04092016498,96,Inspection,Melodee Johnson,2019-03-18,2013-08-26
04092016498,96,Inspection,Melodee Johnson,2019-06-05,2013-08-26
04092016498,97,Inspection,Melodee Johnson,2019-09-11,2013-08-26
04092016498,96.5,Inspection,Melodee Johnson,2019-12-10,2013-08-26
04092016498,97,Inspection,Melodee Johnson,2020-02-26,2013-08-26
04092016498,95.5,Inspection,Naterra McQueen,2020-07-24,2013-08-26
04092018119,99,Inspection,John Wulffert,2019-10-01,2019-06-24
04092018119,99.5,Inspection,John Wulffert,2020-04-13,2019-06-24
04092018119,99.5,Inspection,John Wulffert,2020-09-29,2019-06-24
04092017135,96.5,Inspection,David Adcock,2016-02-09,2016-01-19
04092017135,91,Inspection,David Adcock,2016-05-26,2016-01-19
04092017135,80,Inspection,Angela Myers,2016-10-26,2016-01-19
04092017135,94.5,Re-Inspection,Angela Myers,2016-12-02,2016-01-19
04092017135,90.5,Inspection,Karla Crowder,2017-08-04,2016-01-19
04092017135,80,Inspection,Karla Crowder,2017-10-16,2016-01-19
04092017135,90.5,Re-Inspection,Karla Crowder,2017-11-13,2016-01-19
04092017135,81,Inspection,Karla Crowder,2018-04-30,2016-01-19
04092017135,94.5,Re-Inspection,Karla Crowder,2018-05-30,2016-01-19
04092017135,82.5,Inspection,Angela Myers,2018-10-08,2016-01-19
04092017135,91,Re-Inspection,Angela Myers,2018-10-15,2016-01-19
04092017135,78,Inspection,Angela Myers,2019-02-21,2016-01-19
04092017135,96,Re-Inspection,Angela Myers,2019-03-06,2016-01-19
04092017135,85,Inspection,Angela Myers,2019-05-02,2016-01-19
04092017135,85,Re-Inspection,Angela Myers,2019-05-14,2016-01-19
04092017135,93,Inspection,Angela Myers,2019-10-25,2016-01-19
04092017135,94,Inspection,Angela Myers,2020-07-08,2016-01-19
04092017135,94,Inspection,Angela Myers,2020-10-09,2016-01-19
04092015733,98.5,Inspection,Jennifer Edwards,2013-01-18,2010-10-07
04092015733,96.5,Inspection,David Adcock,2013-11-06,2010-10-07
04092015733,95,Inspection,David Adcock,2014-04-23,2010-10-07
04092015733,98,Inspection,David Adcock,2014-11-18,2010-10-07
04092015733,95.5,Inspection,David Adcock,2015-03-04,2010-10-07
04092015733,97,Inspection,Jennifer Edwards,2015-09-17,2010-10-07
04092015733,95,Inspection,Jennifer Edwards,2016-02-18,2010-10-07
04092015733,96,Inspection,Caroline Suggs,2016-11-21,2010-10-07
04092015733,93,Inspection,Caroline Suggs,2017-08-01,2010-10-07
04092015733,96.5,Inspection,Caroline Suggs,2018-04-18,2010-10-07
04092015733,97,Inspection,Caroline Suggs,2019-02-14,2010-10-07
04092015733,98.5,Inspection,Nicole Bailey,2019-09-11,2010-10-07
04092015733,98,Inspection,Nicole Bailey,2020-03-05,2010-10-07
04092015733,97,Inspection,Nicole Bailey,2020-09-03,2010-10-07
04092014791,98,Inspection,Christopher Walker,2013-02-06,2007-02-06
04092014791,98,Inspection,Naterra McQueen,2014-01-27,2007-02-06
04092014791,95.5,Inspection,Naterra McQueen,2014-09-18,2007-02-06
04092014791,98,Inspection,Naterra McQueen,2015-05-15,2007-02-06
04092014791,97,Inspection,Naterra McQueen,2016-04-04,2007-02-06
04092014791,98,Inspection,Dimitri Parker,2016-10-26,2007-02-06
04092014791,97,Inspection,Dimitri Parker,2017-03-17,2007-02-06
04092014791,98.5,Inspection,Naterra McQueen,2017-10-11,2007-02-06
04092014791,96.5,Inspection,Naterra McQueen,2018-05-16,2007-02-06
04092014791,98.5,Inspection,Naterra McQueen,2018-11-27,2007-02-06
04092014791,92.5,Inspection,Lucy Schrum,2019-10-07,2007-02-06
04092014791,97,Inspection,Lucy Schrum,2020-05-11,2007-02-06
04092016754,98.5,Inspection,Ashley Whittington,2014-10-07,2014-09-05
04092016754,98.5,Inspection,Ashley Whittington,2014-12-09,2014-09-05
04092016754,95,Inspection,Dimitri Parker,2015-03-26,2014-09-05
04092016754,98.5,Inspection,Dimitri Parker,2015-07-01,2014-09-05
04092016754,98,Inspection,Dimitri Parker,2016-03-02,2014-09-05
04092016754,98.5,Inspection,Naterra McQueen,2016-10-07,2014-09-05
04092016754,98,Inspection,Naterra McQueen,2017-05-05,2014-09-05
04092016754,99,Inspection,Naterra McQueen,2017-11-17,2014-09-05
04092016754,98,Inspection,Naterra McQueen,2018-06-04,2014-09-05
04092016754,98,Inspection,Naterra McQueen,2018-12-05,2014-09-05
04092016754,98,Inspection,Naterra McQueen,2019-05-13,2014-09-05
04092016754,97,Inspection,Jackson Hooton,2019-10-07,2014-09-05
04092016754,97.5,Inspection,Jackson Hooton,2020-04-16,2014-09-05
04092016754,98,Inspection,Jackson Hooton,2020-10-05,2014-09-05
04092016364,95.5,Inspection,Chris Askew,2013-09-20,2013-01-29
04092016364,91.5,Inspection,Lucy Schrum,2013-03-28,2013-01-29
04092016364,92,Inspection,Chris Askew,2014-07-21,2013-01-29
04092016364,97.5,Inspection,Chris Askew,2014-12-30,2013-01-29
04092016364,95,Inspection,Chris Askew,2015-04-27,2013-01-29
04092016364,93,Inspection,Pamela Scott,2016-05-02,2013-01-29
04092016364,93,Inspection,Jessica Andrews,2016-12-06,2013-01-29
04092016364,85,Inspection,Jessica Andrews,2017-06-20,2013-01-29
04092016364,94,Re-Inspection,Jessica Andrews,2017-07-18,2013-01-29
04092016364,93.5,Inspection,Johanna Hill,2018-01-23,2013-01-29
04092016364,96.5,Inspection,Jessica Andrews,2018-06-11,2013-01-29
04092016364,87,Inspection,Christy Klaus,2019-03-27,2013-01-29
04092016364,91.5,Re-Inspection,Christy Klaus,2019-04-03,2013-01-29
04092016364,91,Inspection,Lauren Harden,2019-11-22,2013-01-29
04092016364,93.5,Inspection,Jason Dunn,2020-05-08,2013-01-29
04092016365,97,Inspection,Andrea Anover,2013-11-08,2013-01-30
04092016365,98,Inspection,Karla Crowder,2013-03-11,2013-01-30
04092016365,97.5,Inspection,Andrea Anover,2014-04-11,2013-01-30
04092016365,99,Inspection,Andrea Anover,2015-01-12,2013-01-30
04092016365,96,Inspection,Andrea Anover,2015-12-11,2013-01-30
04092016365,97.5,Inspection,Andrea Anover,2016-06-23,2013-01-30
04092016365,97.5,Inspection,Laura McNeill,2017-01-10,2013-01-30
04092016365,97,Inspection,Ginger Johnson,2017-12-11,2013-01-30
04092016365,98,Inspection,Ginger Johnson,2018-05-09,2013-01-30
04092016365,97,Inspection,Angela Jacobs,2018-12-21,2013-01-30
04092016365,97,Inspection,Laura McNeill,2019-07-23,2013-01-30
04092016365,96.5,Inspection,Laura McNeill,2019-12-19,2013-01-30
04092016365,98,Inspection,Laura McNeill,2020-05-04,2013-01-30
04092016366,97.5,Inspection,Ashley Whittington,2013-06-28,2013-01-30
04092016366,98,Inspection,James Smith,2013-12-12,2013-01-30
04092016366,98,Inspection,Daryl Beasley,2014-09-25,2013-01-30
04092016366,97.5,Inspection,Daryl Beasley,2015-02-11,2013-01-30
04092016366,98.5,Inspection,Daryl Beasley,2015-07-10,2013-01-30
04092016366,97.5,Inspection,Daryl Beasley,2016-01-21,2013-01-30
04092016366,93.5,Inspection,Karla Crowder,2017-01-10,2013-01-30
04092016366,93,Inspection,Michael Robinson,2017-05-09,2013-01-30
04092016366,94,Inspection,Jordan Jernigan,2017-08-10,2013-01-30
04092016366,94.5,Inspection,Jordan Jernigan,2017-12-07,2013-01-30
04092016366,97.5,Inspection,Jordan Jernigan,2018-03-22,2013-01-30
04092016366,94.5,Inspection,Jordan Jernigan,2018-06-18,2013-01-30
04092016366,95.5,Inspection,Meghan Scott,2018-12-06,2013-01-30
04092016366,93,Inspection,Meghan Scott,2019-04-23,2013-01-30
04092016366,96.5,Inspection,Patricia Sabby,2019-11-26,2013-01-30
04092016366,96,Inspection,Jason Dunn,2020-06-08,2013-01-30
04092016366,95.5,Inspection,Patricia Sabby,2020-10-06,2013-01-30
04092016367,94.5,Inspection,Christopher Walker,2013-04-26,2013-01-30
04092016367,93,Inspection,Naterra McQueen,2013-09-10,2013-01-30
04092016367,96.5,Inspection,Naterra McQueen,2014-03-08,2013-01-30
04092016367,96,Inspection,Naterra McQueen,2014-07-25,2013-01-30
04092016367,98,Inspection,Naterra McQueen,2015-01-27,2013-01-30
04092016367,96,Inspection,Dimitri Parker,2015-06-19,2013-01-30
04092016367,97.5,Inspection,Naterra McQueen,2015-10-27,2013-01-30
04092016367,98,Inspection,Naterra McQueen,2016-03-08,2013-01-30
04092016367,98,Inspection,Dimitri Parker,2016-08-10,2013-01-30
04092016367,98,Inspection,Dimitri Parker,2017-01-24,2013-01-30
04092016367,97,Inspection,Dimitri Parker,2017-06-13,2013-01-30
04092016367,98.5,Inspection,Kaitlyn Yow,2018-03-29,2013-01-30
04092016367,96.5,Inspection,Kaitlyn Yow,2018-08-07,2013-01-30
04092016367,97,Inspection,Kaitlyn Yow,2019-01-08,2013-01-30
04092016367,95.5,Inspection,Kaitlyn Yow,2019-06-18,2013-01-30
04092016367,93,Inspection,Christy Klaus,2019-09-25,2013-01-30
04092016367,94,Inspection,Christy Klaus,2020-01-30,2013-01-30
04092016367,94,Inspection,Christy Klaus,2020-04-23,2013-01-30
04092016367,96.5,Inspection,Lauren Harden,2020-07-30,2013-01-30
04092016369,98.5,Inspection,Ashley Whittington,2013-04-05,2013-02-07
04092016369,97,Inspection,Ashley Whittington,2013-08-19,2013-02-07
04092016369,97,Inspection,Daryl Beasley,2014-05-06,2013-02-07
04092016369,98.5,Inspection,Daryl Beasley,2014-11-17,2013-02-07
04092016369,99,Inspection,Daryl Beasley,2015-04-30,2013-02-07
04092016369,99,Inspection,Pamela Scott,2016-03-11,2013-02-07
04092016369,98,Inspection,Pamela Scott,2016-06-15,2013-02-07
04092016369,99.5,Inspection,Meghan Scott,2017-04-18,2013-02-07
04092016369,94.5,Inspection,Jordan Jernigan,2017-07-24,2013-02-07
04092016369,97.5,Inspection,Jordan Jernigan,2017-11-07,2013-02-07
04092016369,94,Inspection,Jordan Jernigan,2018-01-23,2013-02-07
04092016369,97,Inspection,Jordan Jernigan,2018-04-10,2013-02-07
04092016369,99.5,Inspection,Jordan Jernigan,2018-07-05,2013-02-07
04092016369,98,Inspection,Marion Wearing,2019-01-07,2013-02-07
04092016369,97,Inspection,Marion Wearing,2019-07-18,2013-02-07
04092016369,99,Inspection,Zachary Carter,2020-02-07,2013-02-07
04092016369,100,Inspection,Zachary Carter,2020-05-18,2013-02-07
04092016369,99,Inspection,Cristofer LeClair,2020-10-09,2013-02-07
04092016501,98.5,Inspection,Melissa Harrison,2013-09-30,2013-08-30
04092016501,95.5,Inspection,Lisa McCoy,2014-10-14,2013-08-30
04092016501,95.5,Inspection,Dimitri Parker,2015-03-04,2013-08-30
04092016501,95.5,Inspection,Dimitri Parker,2015-08-05,2013-08-30
04092016501,98,Inspection,Shakera Robbins,2017-03-30,2013-08-30
04092016501,98.5,Inspection,Michael Robinson,2017-07-25,2013-08-30
04092016501,99,Inspection,Michael Robinson,2018-02-20,2013-08-30
04092016501,99,Inspection,Michael Robinson,2018-08-02,2013-08-30
04092016501,99,Inspection,Michael Robinson,2019-02-15,2013-08-30
04092016501,98,Inspection,Patricia Sabby,2019-10-14,2013-08-30
04092016501,98.5,Inspection,Patricia Sabby,2020-05-04,2013-08-30
04092016502,94,Inspection,Lucy Schrum,2013-10-08,2013-09-04
04092016502,92,Inspection,Lucy Schrum,2014-05-01,2013-09-04
04092016502,90,Inspection,Lucy Schrum,2014-10-22,2013-09-04
04092016502,91,Inspection,Lucy Schrum,2015-04-30,2013-09-04
